Time,Charge of the electric vehicle (PV System) 
,kWh
03.12. 01:00,0
03.12. 02:00,0
03.12. 03:00,0
03.12. 04:00,0
03.12. 05:00,0
03.12. 06:00,0
03.12. 07:00,18.401
03.12. 08:00,0
03.12. 09:00,32.946
03.12. 10:00,34.982
03.12. 11:00,49.01078
03.12. 12:00,77.013
03.12. 13:00,24.017
03.12. 14:00,0
03.12. 15:00,0
03.12. 16:00,0
03.12. 17:00,0
03.12. 18:00,13.211
03.12. 19:00,73.363
03.12. 20:00,73.346
03.12. 21:00,15.123
03.12. 22:00,7.4525
03.12. 23:00,7.8353
04.12. 00:00,7.8351
04.12. 01:00,7.8348
04.12. 02:00,7.8346
04.12. 03:00,7.8344
04.12. 04:00,7.8341
04.12. 05:00,7.8339
04.12. 06:00,26.234
04.12. 07:00,73.403
04.12. 08:00,0
04.12. 09:00,62.30534
04.12. 10:00,99.004
04.12. 11:00,25.512
04.12. 12:00,15.59
04.12. 13:00,8.2763
04.12. 14:00,13.24
04.12. 15:00,12.8109
04.12. 16:00,8.7219
04.12. 17:00,0
04.12. 18:00,14.67
04.12. 19:00,7.5336
04.12. 20:00,7.9723
04.12. 21:00,7.9721
04.12. 22:00,7.972
04.12. 23:00,7.9718
05.12. 00:00,7.9716
05.12. 01:00,7.9714
05.12. 02:00,7.9712
05.12. 03:00,26.369
05.12. 04:00,73.363
05.12. 05:00,73.346
05.12. 06:00,73.402
05.12. 07:00,73.403
05.12. 08:00,0
05.12. 09:00,6.8965
05.12. 10:00,50.04109
05.12. 11:00,77.015
05.12. 12:00,13.63
05.12. 13:00,0
05.12. 14:00,0
05.12. 15:00,0
05.12. 16:00,0
05.12. 17:00,0
05.12. 18:00,47.773
05.12. 19:00,42.542
05.12. 20:00,10.112
05.12. 21:00,8.2461
05.12. 22:00,7.7227
05.12. 23:00,7.6055
06.12. 00:00,7.5591
06.12. 01:00,8.0641
06.12. 02:00,8.0639
06.12. 03:00,8.0637
06.12. 04:00,26.26
06.12. 05:00,73.347
06.12. 06:00,73.402
06.12. 07:00,73.403
06.12. 08:00,0
06.12. 09:00,6.8967
06.12. 10:00,69.18118
06.12. 11:00,52.21
06.12. 12:00,36.93301
06.12. 13:00,19.613
06.12. 14:00,18.022
06.12. 15:00,22.0009
06.12. 16:00,22.001
06.12. 17:00,0
06.12. 18:00,0
06.12. 19:00,7.5943
06.12. 20:00,7.5745
06.12. 21:00,7.5673
06.12. 22:00,7.5606
06.12. 23:00,7.5597
07.12. 00:00,7.5597
07.12. 01:00,7.5596
07.12. 02:00,7.5596
07.12. 03:00,69.149
07.12. 04:00,70.146
07.12. 05:00,71.738
07.12. 06:00,73.402
07.12. 07:00,73.403
07.12. 08:00,0
07.12. 09:00,73.66046
07.12. 10:00,33.01
07.12. 11:00,0
07.12. 12:00,0
07.12. 13:00,0
07.12. 14:00,0
07.12. 15:00,0
07.12. 16:00,0
07.12. 17:00,0
07.12. 18:00,52.702
07.12. 19:00,73.371
07.12. 20:00,73.339
07.12. 21:00,8.9835
07.12. 22:00,7.525
07.12. 23:00,7.9872
08.12. 00:00,7.987
08.12. 01:00,7.9868
08.12. 02:00,7.9865
08.12. 03:00,7.9863
08.12. 04:00,7.986
08.12. 05:00,7.9858
08.12. 06:00,7.9855
08.12. 07:00,7.9853
08.12. 08:00,6.8986
08.12. 09:00,54.54992
08.12. 10:00,73.404
08.12. 11:00,73.405
08.12. 12:00,18.402
08.12. 13:00,12.726
08.12. 14:00,0
08.12. 15:00,0
08.12. 16:00,0
08.12. 17:00,0
08.12. 18:00,0
08.12. 19:00,0
08.12. 20:00,0
08.12. 21:00,0
08.12. 22:00,0
08.12. 23:00,0
09.12. 00:00,0
09.12. 01:00,0
09.12. 02:00,0
09.12. 03:00,0
09.12. 04:00,0
09.12. 05:00,0
09.12. 06:00,0
09.12. 07:00,0
09.12. 08:00,0
09.12. 09:00,0
09.12. 10:00,0
09.12. 11:00,0
09.12. 12:00,0
09.12. 13:00,0
09.12. 14:00,0
09.12. 15:00,0
09.12. 16:00,0
09.12. 17:00,0
09.12. 18:00,0
09.12. 19:00,0
09.12. 20:00,0
09.12. 21:00,0
09.12. 22:00,0
09.12. 23:00,0
10.12. 00:00,0
10.12. 01:00,0
10.12. 02:00,0
10.12. 03:00,0
10.12. 04:00,0
10.12. 05:00,0
10.12. 06:00,0
10.12. 07:00,0
10.12. 08:00,0
10.12. 09:00,57.385
10.12. 10:00,73.0561
10.12. 11:00,66.62
10.12. 12:00,0
10.12. 13:00,0
10.12. 14:00,0
10.12. 15:00,0
10.12. 16:00,0
10.12. 17:00,0
10.12. 18:00,0
10.12. 19:00,73.368
10.12. 20:00,73.401
10.12. 21:00,34.927
10.12. 22:00,8.9751
10.12. 23:00,7.9603
11.12. 00:00,7.7076
11.12. 01:00,7.5998
11.12. 02:00,7.5797
11.12. 03:00,7.5622
11.12. 04:00,7.5595
11.12. 05:00,7.5586
11.12. 06:00,7.5579
11.12. 07:00,66.543
11.12. 08:00,0
11.12. 09:00,36.4865
11.12. 10:00,45.334
11.12. 11:00,20.153
11.12. 12:00,54.998
11.12. 13:00,22
11.12. 14:00,22.001
11.12. 15:00,8.2724
11.12. 16:00,22.00131
11.12. 17:00,0
11.12. 18:00,45.976
11.12. 19:00,73.369
11.12. 20:00,41.902
11.12. 21:00,10.832
11.12. 22:00,7.7706
11.12. 23:00,7.5949
12.12. 00:00,7.5745
12.12. 01:00,7.5677
12.12. 02:00,7.5612
12.12. 03:00,7.5589
12.12. 04:00,7.5587
12.12. 05:00,7.5586
12.12. 06:00,73.402
12.12. 07:00,73.403
12.12. 08:00,0
12.12. 09:00,0
12.12. 10:00,6.8969
12.12. 11:00,25.4169
12.12. 12:00,37.73578
12.12. 13:00,52.79246
12.12. 14:00,19.688
12.12. 15:00,11.502
12.12. 16:00,0
12.12. 17:00,0
12.12. 18:00,16.217
12.12. 19:00,24.24
12.12. 20:00,8.4797
12.12. 21:00,7.863
12.12. 22:00,7.6194
12.12. 23:00,7.5687
13.12. 00:00,7.561
13.12. 01:00,7.5601
13.12. 02:00,7.5598
13.12. 03:00,25.957
13.12. 04:00,69.76
13.12. 05:00,71.286
13.12. 06:00,73.402
13.12. 07:00,73.403
13.12. 08:00,0
13.12. 09:00,0
13.12. 10:00,71.805
13.12. 11:00,98.997
13.12. 12:00,41.592
13.12. 13:00,22.001
13.12. 14:00,22.001
13.12. 15:00,0
13.12. 16:00,0
13.12. 17:00,0
13.12. 18:00,52.702
13.12. 19:00,73.373
13.12. 20:00,57.685
13.12. 21:00,0
13.12. 22:00,0
13.12. 23:00,0
14.12. 00:00,0
14.12. 01:00,0
14.12. 02:00,0
14.12. 03:00,0
14.12. 04:00,0
14.12. 05:00,70.123
14.12. 06:00,73.11
14.12. 07:00,73.403
14.12. 08:00,0
14.12. 09:00,30.03828
14.12. 10:00,75.97126
14.12. 11:00,67.52556
14.12. 12:00,0
14.12. 13:00,0
14.12. 14:00,0
14.12. 15:00,0
14.12. 16:00,0
14.12. 17:00,0
14.12. 18:00,50.076
14.12. 19:00,46.084
14.12. 20:00,11.495
14.12. 21:00,8.3311
14.12. 22:00,7.7781
14.12. 23:00,7.6588
15.12. 00:00,7.6117
15.12. 01:00,7.5671
15.12. 02:00,7.5595
15.12. 03:00,7.5592
15.12. 04:00,7.5592
15.12. 05:00,7.5591
15.12. 06:00,7.5591
15.12. 07:00,7.559
15.12. 08:00,7.55899
15.12. 09:00,33.031
15.12. 10:00,43.194
15.12. 11:00,40.986
15.12. 12:00,44.19751
15.12. 13:00,57.22962
15.12. 14:00,38.49358
15.12. 15:00,29.7873
15.12. 16:00,0
15.12. 17:00,0
15.12. 18:00,0
15.12. 19:00,0
15.12. 20:00,0
15.12. 21:00,0
15.12. 22:00,0
15.12. 23:00,0
16.12. 00:00,0
16.12. 01:00,0
16.12. 02:00,0
16.12. 03:00,0
16.12. 04:00,0
16.12. 05:00,0
16.12. 06:00,0
16.12. 07:00,0
16.12. 08:00,0
16.12. 09:00,27.22525
16.12. 10:00,58.33652
16.12. 11:00,13.884
16.12. 12:00,0
16.12. 13:00,0
16.12. 14:00,0
16.12. 15:00,0
16.12. 16:00,0
16.12. 17:00,0
16.12. 18:00,0
16.12. 19:00,0
16.12. 20:00,0
16.12. 21:00,0
16.12. 22:00,0
16.12. 23:00,0
17.12. 00:00,0
17.12. 01:00,0
17.12. 02:00,0
17.12. 03:00,0
17.12. 04:00,0
17.12. 05:00,0
17.12. 06:00,0
17.12. 07:00,0
17.12. 08:00,0
17.12. 09:00,6.8965
17.12. 10:00,49.565
17.12. 11:00,26.0615
17.12. 12:00,26.1985
17.12. 13:00,28.6237
17.12. 14:00,10.745
17.12. 15:00,0
17.12. 16:00,0
17.12. 17:00,0
17.12. 18:00,0
17.12. 19:00,73.348
17.12. 20:00,73.402
17.12. 21:00,24.995
17.12. 22:00,9.8668
17.12. 23:00,8.0264
18.12. 00:00,7.753
18.12. 01:00,7.6446
18.12. 02:00,7.5986
18.12. 03:00,7.5803
18.12. 04:00,7.5628
18.12. 05:00,7.5601
18.12. 06:00,7.5577
18.12. 07:00,36.931
18.12. 08:00,0
18.12. 09:00,6.8963
18.12. 10:00,45.733
18.12. 11:00,35.3858
18.12. 12:00,54.518
18.12. 13:00,38.49
18.12. 14:00,0
18.12. 15:00,0
18.12. 16:00,0
18.12. 17:00,22
18.12. 18:00,22.001
18.12. 19:00,7.8966
18.12. 20:00,7.8964
18.12. 21:00,7.8962
18.12. 22:00,7.8961
18.12. 23:00,7.8959
19.12. 00:00,7.8957
19.12. 01:00,7.8955
19.12. 02:00,7.8953
19.12. 03:00,25.784
19.12. 04:00,71.93
19.12. 05:00,73.401
19.12. 06:00,73.402
19.12. 07:00,73.403
19.12. 08:00,0
19.12. 09:00,0
19.12. 10:00,0
19.12. 11:00,8.3571
19.12. 12:00,6.8969
19.12. 13:00,33.551
19.12. 14:00,35.94982
19.12. 15:00,0
19.12. 16:00,0
19.12. 17:00,0
19.12. 18:00,0
19.12. 19:00,8.0658
19.12. 20:00,8.0656
19.12. 21:00,8.0654
19.12. 22:00,8.0652
19.12. 23:00,8.065
20.12. 00:00,8.0648
20.12. 01:00,8.0646
20.12. 02:00,8.0644
20.12. 03:00,26.129
20.12. 04:00,73.241
20.12. 05:00,73.347
20.12. 06:00,73.402
20.12. 07:00,73.403
20.12. 08:00,0
20.12. 09:00,0
20.12. 10:00,34.7061
20.12. 11:00,0
20.12. 12:00,21.0897
20.12. 13:00,21.3152
20.12. 14:00,21.8097
20.12. 15:00,22.0006
20.12. 16:00,22.001
20.12. 17:00,0
20.12. 18:00,33.002
20.12. 19:00,7.5599
20.12. 20:00,7.5599
20.12. 21:00,7.5599
20.12. 22:00,7.5598
20.12. 23:00,8.066
21.12. 00:00,8.0658
21.12. 01:00,8.0656
21.12. 02:00,8.0655
21.12. 03:00,68.835
21.12. 04:00,69.838
21.12. 05:00,71.397
21.12. 06:00,73.402
21.12. 07:00,73.403
21.12. 08:00,0
21.12. 09:00,25.8202
21.12. 10:00,55.439
21.12. 11:00,50.125
21.12. 12:00,39.38666
21.12. 13:00,60.39024
21.12. 14:00,15.132
21.12. 15:00,0
21.12. 16:00,0
21.12. 17:00,0
21.12. 18:00,11.579
21.12. 19:00,13.228
21.12. 20:00,7.6643
21.12. 21:00,8.0651
21.12. 22:00,8.0649
21.12. 23:00,8.0647
22.12. 00:00,8.0645
22.12. 01:00,8.0643
22.12. 02:00,8.0641
22.12. 03:00,8.0639
22.12. 04:00,8.0636
22.12. 05:00,8.0634
22.12. 06:00,8.0632
22.12. 07:00,8.063
22.12. 08:00,8.06276
22.12. 09:00,15.9693
22.12. 10:00,30.034
22.12. 11:00,23.631
22.12. 12:00,20.95407
22.12. 13:00,32.309
22.12. 14:00,25.802
22.12. 15:00,7.7236
22.12. 16:00,9.5056
22.12. 17:00,7.8087
22.12. 18:00,7.6532
22.12. 19:00,7.6037
22.12. 20:00,7.5566
22.12. 21:00,8.061
22.12. 22:00,8.0607
22.12. 23:00,8.0605
23.12. 00:00,8.0602
23.12. 01:00,8.0599
23.12. 02:00,8.0596
23.12. 03:00,8.0594
23.12. 04:00,8.0591
23.12. 05:00,8.0588
23.12. 06:00,8.0585
23.12. 07:00,0
23.12. 08:00,0
23.12. 09:00,31.633
23.12. 10:00,59.95252
23.12. 11:00,26.146
23.12. 12:00,18.401
23.12. 13:00,18.401
23.12. 14:00,18.4019
23.12. 15:00,0
23.12. 16:00,0
23.12. 17:00,0
23.12. 18:00,0
23.12. 19:00,0
23.12. 20:00,0
23.12. 21:00,0
23.12. 22:00,0
23.12. 23:00,0
24.12. 00:00,0
24.12. 01:00,0
24.12. 02:00,0
24.12. 03:00,0
24.12. 04:00,0
24.12. 05:00,0
24.12. 06:00,0
24.12. 07:00,0
24.12. 08:00,0
24.12. 09:00,21.0864
24.12. 10:00,39.838
24.12. 11:00,28.73538
24.12. 12:00,0
24.12. 13:00,25.2402
24.12. 14:00,7.1681
24.12. 15:00,0
24.12. 16:00,0
24.12. 17:00,0
24.12. 18:00,0
24.12. 19:00,7.9581
24.12. 20:00,7.9579
24.12. 21:00,7.9577
24.12. 22:00,7.9575
24.12. 23:00,7.9572
25.12. 00:00,7.957
25.12. 01:00,7.9568
25.12. 02:00,7.9566
25.12. 03:00,7.9563
25.12. 04:00,25.098
25.12. 05:00,25.567
25.12. 06:00,73.402
25.12. 07:00,73.403
25.12. 08:00,0
25.12. 09:00,0
25.12. 10:00,66.425
25.12. 11:00,38.334
25.12. 12:00,66.106
25.12. 13:00,77.267
25.12. 14:00,61.157
25.12. 15:00,0
25.12. 16:00,0
25.12. 17:00,0
25.12. 18:00,22.001
25.12. 19:00,8.8329
25.12. 20:00,7.7073
25.12. 21:00,7.5671
25.12. 22:00,7.5613
25.12. 23:00,7.5605
26.12. 00:00,7.5603
26.12. 01:00,7.5601
26.12. 02:00,7.5598
26.12. 03:00,68.361
26.12. 04:00,69.376
26.12. 05:00,71.345
26.12. 06:00,73.402
26.12. 07:00,73.403
26.12. 08:00,0
26.12. 09:00,6.8963
26.12. 10:00,77.01
26.12. 11:00,60.711
26.12. 12:00,0
26.12. 13:00,0
26.12. 14:00,0
26.12. 15:00,0
26.12. 16:00,0
26.12. 17:00,0
26.12. 18:00,52.702
26.12. 19:00,73.371
26.12. 20:00,56.434
26.12. 21:00,0
26.12. 22:00,0
26.12. 23:00,0
27.12. 00:00,0
27.12. 01:00,0
27.12. 02:00,0
27.12. 03:00,0
27.12. 04:00,0
27.12. 05:00,53.292
27.12. 06:00,73.402
27.12. 07:00,73.403
27.12. 08:00,0
27.12. 09:00,77.62459
27.12. 10:00,55.001
27.12. 11:00,43.126
27.12. 12:00,22
27.12. 13:00,22.001
27.12. 14:00,22.002
27.12. 15:00,0
27.12. 16:00,0
27.12. 17:00,0
27.12. 18:00,52.703
27.12. 19:00,73.374
27.12. 20:00,54.194
27.12. 21:00,0
27.12. 22:00,0
27.12. 23:00,0
28.12. 00:00,0
28.12. 01:00,0
28.12. 02:00,0
28.12. 03:00,0
28.12. 04:00,0
28.12. 05:00,72.399
28.12. 06:00,73.402
28.12. 07:00,73.403
28.12. 08:00,0
28.12. 09:00,77.008
28.12. 10:00,77.015
28.12. 11:00,29.259
28.12. 12:00,0
28.12. 13:00,0
28.12. 14:00,0
28.12. 15:00,0
28.12. 16:00,0
28.12. 17:00,0
28.12. 18:00,52.702
28.12. 19:00,73.372
28.12. 20:00,71.795
28.12. 21:00,7.1937
28.12. 22:00,7.7865
28.12. 23:00,7.7863
29.12. 00:00,7.7861
29.12. 01:00,7.7859
29.12. 02:00,7.7856
29.12. 03:00,7.7854
29.12. 04:00,7.7852
29.12. 05:00,7.7849
29.12. 06:00,7.7847
29.12. 07:00,7.7844
29.12. 08:00,7.78421
29.12. 09:00,73.403
29.12. 10:00,73.404
29.12. 11:00,73.406
29.12. 12:00,60.256
29.12. 13:00,7.717
29.12. 14:00,0
29.12. 15:00,0
29.12. 16:00,0
29.12. 17:00,0
29.12. 18:00,0
29.12. 19:00,0
29.12. 20:00,0
29.12. 21:00,0
29.12. 22:00,0
29.12. 23:00,0
30.12. 00:00,0
30.12. 01:00,0
30.12. 02:00,0
30.12. 03:00,0
30.12. 04:00,0
30.12. 05:00,0
30.12. 06:00,0
30.12. 07:00,0
30.12. 08:00,0
30.12. 09:00,0
30.12. 10:00,0
30.12. 11:00,0
30.12. 12:00,0
30.12. 13:00,0
30.12. 14:00,0
30.12. 15:00,0
30.12. 16:00,0
30.12. 17:00,0
30.12. 18:00,0
30.12. 19:00,0
30.12. 20:00,0
30.12. 21:00,0
30.12. 22:00,0
30.12. 23:00,0
31.12. 00:00,0
31.12. 01:00,0
31.12. 02:00,0
31.12. 03:00,0
31.12. 04:00,0
31.12. 05:00,0
31.12. 06:00,0
31.12. 07:00,0
31.12. 08:00,0
31.12. 09:00,49.565
31.12. 10:00,77.016
31.12. 11:00,10.236
31.12. 12:00,0
31.12. 13:00,0
31.12. 14:00,0
31.12. 15:00,0
31.12. 16:00,0
31.12. 17:00,0
31.12. 18:00,0
31.12. 19:00,73.348
31.12. 20:00,73.402
31.12. 21:00,30.16
31.12. 22:00,7.4254
31.12. 23:00,7.8111
